Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,1.0513391288003261521357719382,1.05133912880033,1.05133912880033,1.05133912880033,1.05133912880033,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,89690.79
0.02,0,1.0087130464031864013015097811,1.00871304640319,1.00871304640319,1.00871304640319,1.00871304640319,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,179381.6
0.03,0,0.9927029221750484933468372208,0.992702922175049,0.992702922175049,0.992702922175049,0.992702922175049,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,269072.4
0.04,0,0.9846620053738015317859906040,0.984662005373802,0.984662005373802,0.984662005373802,0.984662005373802,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,358763.2
0.05,0,0.9801201174887492791723482181,0.980120117488749,0.980120117488749,0.980120117488749,0.980120117488749,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,448454
0.06,0,0.9783384131758716145768150955,0.978338413175872,0.978338413175872,0.978338413175872,0.978338413175872,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,538144.8
0.07,0,0.9838075913755659128852186363,0.983807591375566,0.983807591375566,0.983807591375566,0.983807591375566,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,627835.6
0.08,0,0.9885618800315413920866740121,0.988561880031541,0.988561880031541,0.988561880031541,0.988561880031541,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,717526.3
0.09,0,0.9924117566504655510850474102,0.992411756650466,0.992411756650466,0.992411756650466,0.992411756650466,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,807217.2
0.10,0,0.9954841672519049003008369508,0.995484167251905,0.995484167251905,0.995484167251905,0.995484167251905,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,896907.9
0.11,0,0.9979366016331593642775540853,0.997936601633159,0.997936601633159,0.997936601633159,0.997936601633159,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,986598.7
0.12,0,0.9999029318965605841795078594,0.999902931896561,0.999902931896561,0.999902931896561,0.999902931896561,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1076290
0.13,0,1.0014878719406234519142036058,1.00148787194062,1.00148787194062,1.00148787194062,1.00148787194062,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1165980
0.14,0,1.0027716603865046179431405677,1.0027716603865,1.0027716603865,1.0027716603865,1.0027716603865,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1255671
0.15,0,1.0038155559056114297859228274,1.00381555590561,1.00381555590561,1.00381555590561,1.00381555590561,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1345362
0.16,0,1.0046666417097459761679369324,1.00466664170975,1.00466664170975,1.00466664170975,1.00466664170975,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1435053
0.17,0,1.0053614018310833011899517070,1.00536140183108,1.00536140183108,1.00536140183108,1.00536140183108,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1524744
0.18,0,1.0059283695738001271484732108,1.0059283695738,1.0059283695738,1.0059283695738,1.0059283695738,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1614434
0.19,0,1.0063900953668156188196557402,1.00639009536682,1.00639009536682,1.00639009536682,1.00639009536682,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1704125
0.20,0,1.0067645360172238731416649434,1.00676453601722,1.00676453601722,1.00676453601722,1.00676453601722,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1793816
0.21,0,1.0070661351385803820253588156,1.00706613513858,1.00706613513858,1.00706613513858,1.00706613513858,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1883507
0.22,0,1.0073065990859158621265069264,1.00730659908592,1.00730659908592,1.00730659908592,1.00730659908592,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,1973197
0.23,0,1.0074954975077307684845214618,1.00749549750773,1.00749549750773,1.00749549750773,1.00749549750773,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2062888
0.24,0,1.0076406956649454030520762096,1.00764069566495,1.00764069566495,1.00764069566495,1.00764069566495,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2152579
0.25,0,1.0077487091269010723405042427,1.0077487091269,1.0077487091269,1.0077487091269,1.0077487091269,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2242270
0.26,0,1.0091980376701391003579194927,1.00919803767014,1.00919803767014,1.00919803767014,1.00919803767014,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2331960
0.27,0,1.0106201860839524297975265569,1.01062018608395,1.01062018608395,1.01062018608395,1.01062018608395,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2421652
0.28,0,1.0120187891560290381268083556,1.01201878915603,1.01201878915603,1.01201878915603,1.01201878915603,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2511342
0.29,0,1.0133974240935511513998416474,1.01339742409355,1.01339742409355,1.01339742409355,1.01339742409355,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2601033
0.30,0,1.0147584861719043509399955992,1.0147584861719,1.0147584861719,1.0147584861719,1.0147584861719,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2690724
0.31,0,1.0161047161408861994186059535,1.01610471614089,1.01610471614089,1.01610471614089,1.01610471614089,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2780414
0.32,0,1.0174377695488930468873617955,1.01743776954889,1.01743776954889,1.01743776954889,1.01743776954889,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2870105
0.33,0,1.0187597152813080945064845104,1.01875971528131,1.01875971528131,1.01875971528131,1.01875971528131,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,2959796
0.34,0,1.0200718835609643123610524909,1.02007188356096,1.02007188356096,1.02007188356096,1.02007188356096,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,3049487
0.35,0,1.0213753769654125885080601181,1.02137537696541,1.02137537696541,1.02137537696541,1.02137537696541,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,3139178
0.36,0,1.0226715412629233710337447202,1.02267154126292,1.02267154126292,1.02267154126292,1.02267154126292,0,0,0,0,17.05366432349887,11.5023220785550779516131824,11.5023220785550779516131824,3228869
