Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.8121143122192166615340948903,0.812114312219217,0.812114312219217,0.812114312219217,0.812114312219217,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,89690.69
0.02,0,0.7694882524444451237335938597,0.769488252444445,0.769488252444445,0.769488252444445,0.769488252444445,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,179381.4
0.03,0,0.7534781387663261068947496386,0.753478138766326,0.753478138766326,0.753478138766326,0.753478138766326,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,269072.1
0.04,0,0.7454372285302427556621010149,0.745437228530243,0.745437228530243,0.745437228530243,0.745437228530243,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,358762.8
0.05,0,0.7408953452991639973926849207,0.740895345299164,0.740895345299164,0.740895345299164,0.740895345299164,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,448453.5
0.06,0,0.7391135845878584553744735067,0.739113584587858,0.739113584587858,0.739113584587858,0.739113584587858,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,538144.1
0.07,0,0.7445827438586158750097854484,0.744582743858616,0.744582743858616,0.744582743858616,0.744582743858616,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,627834.8
0.08,0,0.7493370301934279491217374992,0.749337030193428,0.749337030193428,0.749337030193428,0.749337030193428,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,717525.5
0.09,0,0.7531868992670011334064927388,0.753186899267001,0.753186899267001,0.753186899267001,0.753186899267001,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,807216.2
0.10,0,0.7562593120391650898806143820,0.756259312039165,0.756259312039165,0.756259312039165,0.756259312039165,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,896906.9
0.11,0,0.7587117458251553608119433480,0.758711745825156,0.758711745825156,0.758711745825156,0.758711745825156,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,986597.6
0.12,0,0.7606780603757591082890686147,0.760678060375759,0.760678060375759,0.760678060375759,0.760678060375759,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1076288
0.13,0,0.7622630212043101594772952800,0.76226302120431,0.76226302120431,0.76226302120431,0.76226302120431,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1165979
0.14,0,0.7635468105600139490245459605,0.763546810560014,0.763546810560014,0.763546810560014,0.763546810560014,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1255670
0.15,0,0.7645906963152261037982227275,0.764590696315226,0.764590696315226,0.764590696315226,0.764590696315226,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1345360
0.16,0,0.7654417846337790741992916512,0.765441784633779,0.765441784633779,0.765441784633779,0.765441784633779,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1435051
0.17,0,0.7661365468087085219731908431,0.766136546808708,0.766136546808708,0.766136546808708,0.766136546808708,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1524742
0.18,0,0.7667035162475565746584980577,0.766703516247556,0.766703516247556,0.766703516247556,0.766703516247556,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1614432
0.19,0,0.7671652434571876976273658283,0.767165243457188,0.767165243457188,0.767165243457188,0.767165243457188,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1704123
0.20,0,0.7675396853037973319344713391,0.767539685303797,0.767539685303797,0.767539685303797,0.767539685303797,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1793814
0.21,0,0.7678412824438716715189517243,0.767841282443872,0.767841282443872,0.767841282443872,0.767841282443872,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1883504
0.22,0,0.7680817502741602493271969643,0.76808175027416,0.76808175027416,0.76808175027416,0.76808175027416,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,1973195
0.23,0,0.7682706494634127561615743383,0.768270649463413,0.768270649463413,0.768270649463413,0.768270649463413,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2062886
0.24,0,0.7684158468954702941329767814,0.76841584689547,0.76841584689547,0.76841584689547,0.76841584689547,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2152576
0.25,0,0.7685238613400848217835027470,0.768523861340085,0.768523861340085,0.768523861340085,0.768523861340085,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2242267
0.26,0,0.7695255915011235270351796524,0.769525591501124,0.769525591501124,0.769525591501124,0.769525591501124,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2331958
0.27,0,0.7705001133866646710643180145,0.770500113386665,0.770500113386665,0.770500113386665,0.770500113386665,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2421649
0.28,0,0.7714510905392795174627077949,0.77145109053928,0.77145109053928,0.77145109053928,0.77145109053928,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2511339
0.29,0,0.7723820994882280935899011042,0.772382099488228,0.772382099488228,0.772382099488228,0.772382099488228,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2601030
0.30,0,0.7732955621861133405698658923,0.773295562186113,0.773295562186113,0.773295562186113,0.773295562186113,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2690721
0.31,0,0.7741941656825543697467552030,0.774194165682554,0.774194165682554,0.774194165682554,0.774194165682554,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2780412
0.32,0,0.7750795933265222814409015303,0.775079593326522,0.775079593326522,0.775079593326522,0.775079593326522,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2870102
0.33,0,0.7759539128827321420152658394,0.775953912882732,0.775953912882732,0.775953912882732,0.775953912882732,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,2959793
0.34,0,0.7768184549546098892338757874,0.77681845495461,0.77681845495461,0.77681845495461,0.77681845495461,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3049484
0.35,0,0.7776743496074481717349245025,0.777674349607448,0.777674349607448,0.777674349607448,0.777674349607448,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3139174
0.36,0,0.7785228877223662098383900392,0.778522887722366,0.778522887722366,0.778522887722366,0.778522887722366,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3228865
0.37,0,0.7793652168639264933041775439,0.779365216863926,0.779365216863926,0.779365216863926,0.779365216863926,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3318556
0.38,0,0.7802020263318124393160382353,0.780202026331812,0.780202026331812,0.780202026331812,0.780202026331812,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3408246
0.39,0,0.7810338953839021268839685142,0.781033895383902,0.781033895383902,0.781033895383902,0.781033895383902,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3497937
0.40,0,0.7818618148711872119699150770,0.781861814871187,0.781861814871187,0.781861814871187,0.781861814871187,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3587628
0.41,0,0.7826860282547780588402023420,0.782686028254778,0.782686028254778,0.782686028254778,0.782686028254778,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3677318
0.42,0,0.7835073743284879677096303619,0.783507374328488,0.783507374328488,0.783507374328488,0.783507374328488,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3767009
0.43,0,0.7843259673261905668885685020,0.78432596732619,0.78432596732619,0.78432596732619,0.78432596732619,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3856700
0.44,0,0.7851425370864932005474929682,0.785142537086493,0.785142537086493,0.785142537086493,0.785142537086493,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,3946390
0.45,0,0.7859572631559889126065823018,0.785957263155989,0.785957263155989,0.785957263155989,0.785957263155989,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,4036081
0.46,0,0.7867702886510368553370467463,0.786770288651037,0.786770288651037,0.786770288651037,0.786770288651037,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,4125772
0.47,0,0.7875822224790167452815987552,0.787582222479017,0.787582222479017,0.787582222479017,0.787582222479017,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,4215462
0.48,0,0.7883929709621678776502264901,0.788392970962168,0.788392970962168,0.788392970962168,0.788392970962168,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,4305153
0.49,0,0.7892030848064542455924049428,0.789203084806454,0.789203084806454,0.789203084806454,0.789203084806454,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,4394844
0.50,0,0.7900124228354900720729746820,0.79001242283549,0.79001242283549,0.79001242283549,0.79001242283549,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,4484534
0.51,0,0.7908214865479759936133646586,0.790821486547976,0.790821486547976,0.790821486547976,0.790821486547976,0,0,0,0,14.3286807054891,11.876203904392588773986155379,11.876203904392588773986155379,4574225
